trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
503,False,"{'a': 0.5, 'e': 0.7485000000000277}",20,0,-96.66443119988226,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
504,False,"{'a': 0.5, 'e': 0.7480000000000278}",25,13,-85.35643865314789,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
505,False,"{'a': 0.5, 'e': 0.7475000000000278}",20,0,-63.88842138056894,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.7470000000000279}",20,0,-21.264233217980696,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
507,False,"{'a': 0.5, 'e': 0.7465000000000279}",25,0,-79.89769297122515,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.746000000000028}",25,0,-19.98949376570278,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.745500000000028}",20,0,-98.39204983882799,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
510,False,"{'a': 0.5, 'e': 0.7450000000000281}",25,0,-45.939595646398004,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.7445000000000281}",25,0,-50.45346584465539,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.7440000000000282}",20,13,0.03315904014355997,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.7435000000000282}",25,0,-112.29457469183781,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
514,False,"{'a': 0.5, 'e': 0.7430000000000283}",25,0,-60.586556060039776,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.7425000000000284}",20,0,-81.53328429738139,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.7420000000000284}",25,0,-76.97368078595579,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.7415000000000285}",30,0,-177.36411963983036,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
518,False,"{'a': 0.5, 'e': 0.7410000000000285}",35,18,-21.02436634558761,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.7405000000000286}",25,3,-143.77231352679414,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 3}",1
520,False,"{'a': 0.5, 'e': 0.7400000000000286}",35,0,-188.51897906021247,"{0: 23, 1: 4, 2: 4, 3: 0, 4: 4}",0
521,False,"{'a': 0.5, 'e': 0.7395000000000287}",25,0,-45.83242961052022,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.7390000000000287}",20,0,-82.50547538150676,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.7385000000000288}",30,12,-57.27273393813449,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
524,False,"{'a': 0.5, 'e': 0.7380000000000289}",30,13,-24.46384608447118,"{0: 10, 1: 6, 2: 1, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.7375000000000289}",30,0,-114.2118741185873,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
526,False,"{'a': 0.5, 'e': 0.737000000000029}",20,0,-99.89917113967921,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.736500000000029}",20,2,-50.39278667809487,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.7360000000000291}",30,6,-148.8209880417833,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 3}",1
529,False,"{'a': 0.5, 'e': 0.7355000000000291}",25,0,1.99049252112767,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
530,False,"{'a': 0.5, 'e': 0.7350000000000292}",20,0,-50.83278242809303,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.7345000000000292}",20,0,-42.75272777609383,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.7340000000000293}",20,0,-109.34323977270616,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
533,False,"{'a': 0.5, 'e': 0.7335000000000294}",20,0,-46.760440344751295,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.7330000000000294}",25,0,-115.43918748873733,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
535,False,"{'a': 0.5, 'e': 0.7325000000000295}",20,14,1.9151586287164148,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.7320000000000295}",20,0,-60.02854560560936,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.7315000000000296}",25,15,-33.25537415308704,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.5, 'e': 0.7310000000000296}",20,0,-49.329272473818,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.7305000000000297}",20,0,-19.865872635823173,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.7300000000000297}",20,12,-52.79908889503757,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
541,False,"{'a': 0.5, 'e': 0.7295000000000298}",25,10,-9.437165025675569,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.7290000000000298}",20,15,8.883835969219174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.7285000000000299}",35,0,-119.69953322631898,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 3}",0
544,False,"{'a': 0.5, 'e': 0.72800000000003}",20,0,-41.26151730716093,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.72750000000003}",30,5,-41.81625766999228,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.7270000000000301}",20,7,-29.611036843735732,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.7265000000000301}",20,13,-12.371988406639861,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.7260000000000302}",25,0,-0.40809325855015,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.7255000000000302}",20,13,-41.75676619424841,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
550,False,"{'a': 0.5, 'e': 0.7250000000000303}",20,0,-20.933665338549396,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
551,False,"{'a': 0.5, 'e': 0.7245000000000303}",20,12,-52.93088997444002,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
552,False,"{'a': 0.5, 'e': 0.7240000000000304}",20,0,-73.5073186689736,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.7235000000000305}",30,0,5.300674591968164,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.7230000000000305}",25,11,-40.161928272431986,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
555,False,"{'a': 0.5, 'e': 0.7225000000000306}",30,0,-11.726902056853913,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
556,False,"{'a': 0.5, 'e': 0.7220000000000306}",20,0,-31.931446338076956,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.7215000000000307}",20,13,0.5566673887762612,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.7210000000000307}",20,7,1.5947323304881387,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.7205000000000308}",20,0,-62.353004741278276,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.7200000000000308}",25,0,-177.06669390772834,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
561,False,"{'a': 0.5, 'e': 0.7195000000000309}",20,0,-28.314804749921578,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
562,False,"{'a': 0.5, 'e': 0.719000000000031}",25,0,-147.30649383193656,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 4}",0
563,False,"{'a': 0.5, 'e': 0.718500000000031}",25,12,-17.082104798677804,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.7180000000000311}",30,0,-79.72390867132069,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
565,False,"{'a': 0.5, 'e': 0.7175000000000311}",20,0,-106.7288447108177,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
566,False,"{'a': 0.5, 'e': 0.7170000000000312}",20,0,-0.3355386373267013,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.7165000000000312}",25,0,-30.178737893237667,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.7160000000000313}",20,7,2.4194234377807597,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.7155000000000313}",20,1,-1.6294378828561187,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.7150000000000314}",30,0,-109.95794030157975,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
571,False,"{'a': 0.5, 'e': 0.7145000000000314}",20,0,-36.42027034965679,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
572,False,"{'a': 0.5, 'e': 0.7140000000000315}",25,17,5.276330084107747,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.7135000000000316}",20,0,-38.320201758596255,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
574,False,"{'a': 0.5, 'e': 0.7130000000000316}",20,2,-4.917948463787144,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.7125000000000317}",20,0,-50.81184823764933,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
576,False,"{'a': 0.5, 'e': 0.7120000000000317}",25,0,-19.994295861371572,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.7115000000000318}",30,15,-29.336805917607332,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.7110000000000318}",20,4,-112.7272125476645,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 2}",1
579,False,"{'a': 0.5, 'e': 0.7105000000000319}",25,0,18.976577844271482,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.7100000000000319}",20,6,-29.48934989958528,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
581,False,"{'a': 0.5, 'e': 0.709500000000032}",25,12,5.694252607613362,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.709000000000032}",20,5,-96.64792930238492,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
583,False,"{'a': 0.5, 'e': 0.7085000000000321}",25,14,-12.819957796098429,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.7080000000000322}",20,11,-18.26321251367927,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.7075000000000322}",20,8,-2.423538425759169,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.7070000000000323}",25,2,-14.682433086720899,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
587,False,"{'a': 0.5, 'e': 0.7065000000000323}",20,0,-7.766956508438371,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
588,False,"{'a': 0.5, 'e': 0.7060000000000324}",25,2,-92.5697616827736,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
589,False,"{'a': 0.5, 'e': 0.7055000000000324}",20,13,-30.823274972845304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.5, 'e': 0.7050000000000325}",20,0,-73.47880681567972,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.7045000000000325}",20,0,-25.869337316536225,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.7040000000000326}",20,0,-52.858048664386644,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.7035000000000327}",25,0,-136.0486223987607,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
594,False,"{'a': 0.5, 'e': 0.7030000000000327}",25,8,-59.70009402223667,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
595,False,"{'a': 0.5, 'e': 0.7025000000000328}",20,2,-62.734442824445374,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
596,False,"{'a': 0.5, 'e': 0.7020000000000328}",30,0,-159.42700588044866,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.7015000000000329}",20,4,-35.15018642075502,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
598,False,"{'a': 0.5, 'e': 0.7010000000000329}",25,0,-27.295777214529206,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.700500000000033}",35,10,-35.74564513259223,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.700000000000033}",25,0,-45.41301955959725,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
601,False,"{'a': 0.5, 'e': 0.6995000000000331}",20,11,-16.73342994798064,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.6990000000000332}",25,12,-16.25215761900021,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.6985000000000332}",20,0,-27.21489090398056,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
604,False,"{'a': 0.5, 'e': 0.6980000000000333}",30,0,-39.816379623477474,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
605,False,"{'a': 0.5, 'e': 0.6975000000000333}",20,6,-3.2334109758494085,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.6970000000000334}",25,0,-82.98627290047956,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
607,False,"{'a': 0.5, 'e': 0.6965000000000334}",30,0,-92.60942822583783,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.6960000000000335}",20,0,12.395255454015153,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
609,False,"{'a': 0.5, 'e': 0.6955000000000335}",20,13,-6.44421343962064,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.6950000000000336}",20,0,-23.841374538972797,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.6945000000000336}",30,12,-7.514577440361622,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.6940000000000337}",25,0,-137.3181448327235,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
613,False,"{'a': 0.5, 'e': 0.6935000000000338}",25,0,-8.211596606562729,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.6930000000000338}",25,0,-137.81784125209174,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
615,False,"{'a': 0.5, 'e': 0.6925000000000339}",20,6,-66.36336772538668,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.6920000000000339}",20,14,3.4409864659283675,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.691500000000034}",20,0,-22.11796553445493,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.691000000000034}",25,1,-158.37540357695383,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 3}",1
619,False,"{'a': 0.5, 'e': 0.6905000000000341}",25,3,-11.127458389373711,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.6900000000000341}",35,10,-26.458065109258936,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.6895000000000342}",25,4,15.632912680299622,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.6890000000000343}",30,0,-198.9746549329635,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
623,False,"{'a': 0.5, 'e': 0.6885000000000343}",20,7,-45.19079303536894,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
624,False,"{'a': 0.5, 'e': 0.6880000000000344}",20,0,-57.218490006830926,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.6875000000000344}",25,0,-18.15818064400224,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.6870000000000345}",25,0,-55.32358531501569,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
627,False,"{'a': 0.5, 'e': 0.6865000000000345}",30,16,-87.23039039553663,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 2}",1
628,False,"{'a': 0.5, 'e': 0.6860000000000346}",25,0,-54.67224783060498,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.6855000000000346}",25,10,-15.149360423093217,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.6850000000000347}",20,12,1.579427304743656,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.6845000000000347}",20,0,-59.8937987481063,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
632,False,"{'a': 0.5, 'e': 0.6840000000000348}",20,12,1.2239175143951853,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.6835000000000349}",20,8,-23.5678935490476,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.6830000000000349}",20,4,-95.63678792501364,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
635,False,"{'a': 0.5, 'e': 0.682500000000035}",25,0,-125.0727541941049,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
636,False,"{'a': 0.5, 'e': 0.682000000000035}",25,2,-92.38188640667312,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.6815000000000351}",25,13,-26.382725517973704,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.6810000000000351}",20,0,-15.886994337965762,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.6805000000000352}",20,1,-96.47570637619394,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 2}",1
640,False,"{'a': 0.5, 'e': 0.6800000000000352}",25,0,-162.28249996266254,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
641,False,"{'a': 0.5, 'e': 0.6795000000000353}",20,0,-31.44724610971655,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.6790000000000354}",20,3,-40.355598722686594,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
643,False,"{'a': 0.5, 'e': 0.6785000000000354}",30,13,-57.110765615669244,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.6780000000000355}",20,5,-59.95530674957183,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
645,False,"{'a': 0.5, 'e': 0.6775000000000355}",25,9,-18.835005029339605,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.6770000000000356}",30,0,-107.91418701241722,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
647,False,"{'a': 0.5, 'e': 0.6765000000000356}",25,0,-107.66794175564043,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
648,False,"{'a': 0.5, 'e': 0.6760000000000357}",25,16,-37.068963690684654,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
649,False,"{'a': 0.5, 'e': 0.6755000000000357}",20,0,-47.776420851261406,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.6750000000000358}",25,14,18.284498558903852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.6745000000000358}",25,17,-25.888411564173285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.6740000000000359}",25,1,-179.37251148814417,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 4}",1
653,False,"{'a': 0.5, 'e': 0.673500000000036}",30,13,-100.67862148216058,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
654,False,"{'a': 0.5, 'e': 0.673000000000036}",30,4,-149.52348604187708,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 2}",1
655,False,"{'a': 0.5, 'e': 0.6725000000000361}",20,4,-34.706826447493064,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
656,False,"{'a': 0.5, 'e': 0.6720000000000361}",20,0,-39.19458291377633,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.6715000000000362}",20,6,-41.26656021374822,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.6710000000000362}",25,5,-91.49695249397139,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
659,False,"{'a': 0.5, 'e': 0.6705000000000363}",20,0,-39.95467380422403,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.6700000000000363}",20,0,-96.68594644088185,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",1
661,False,"{'a': 0.5, 'e': 0.6695000000000364}",25,10,-1.8562874679860364,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.6690000000000365}",25,8,-65.38186352519736,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
663,False,"{'a': 0.5, 'e': 0.6685000000000365}",30,3,-92.37094757395334,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.6680000000000366}",25,4,-14.281993674982433,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.6675000000000366}",20,9,-1.1344144762747974,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.6670000000000367}",25,5,-61.44144867671141,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
667,False,"{'a': 0.5, 'e': 0.6665000000000367}",25,1,-63.145388581772615,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.6660000000000368}",30,18,-36.22699793737113,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.6655000000000368}",20,10,-87.94474296128033,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
670,False,"{'a': 0.5, 'e': 0.6650000000000369}",25,14,-7.666056144705179,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.664500000000037}",25,9,-4.056334129750589,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.664000000000037}",20,0,-7.444138717480777,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
673,False,"{'a': 0.5, 'e': 0.6635000000000371}",25,11,-43.4143564140218,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.6630000000000371}",20,16,6.550023913462399,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.6625000000000372}",25,3,-55.18482193596871,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
676,False,"{'a': 0.5, 'e': 0.6620000000000372}",20,0,-8.556055960422627,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
677,False,"{'a': 0.5, 'e': 0.6615000000000373}",20,0,-6.412662643727062,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
678,False,"{'a': 0.5, 'e': 0.6610000000000373}",20,0,-62.40042040467166,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
679,False,"{'a': 0.5, 'e': 0.6605000000000374}",35,14,-4.610330836596169,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.6600000000000374}",20,0,-48.956671293904954,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.6595000000000375}",30,9,3.725505566131917,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.6590000000000376}",25,20,7.980386926080966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.6585000000000376}",35,2,-77.67793720808284,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 2}",1
684,False,"{'a': 0.5, 'e': 0.6580000000000377}",25,12,-50.91458423092021,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
685,False,"{'a': 0.5, 'e': 0.6575000000000377}",20,7,-51.7223743138297,"{0: 6, 1: 5, 2: 0, 3: 2, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.6570000000000378}",30,11,-10.60080371469631,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
